statecode,code,title,Level,employment,Employment RSE,"Employment per 1,000 jobs",Location quotient,Median hourly wage,Mean hourly wage,Annual mean wage,Mean wage RSE
MD,41-0000,Sales and Related Occupations,major,236080,1.20%,92.727,0.99,$14.85 ,$23.10 ,"$48,060 ",1.30%
MD,43-0000,Office and Administrative Support Occupations,major,313540,1.10%,123.15,0.95,$20.66 ,$21.98 ,"$45,710 ",0.30%
MD,45-0000,"Farming, Fishing, and Forestry Occupations",major,4150,10.10%,1.629,0.51,$15.44 ,$17.29 ,"$35,970 ",1.20%
MD,47-0000,Construction and Extraction Occupations,major,112780,1.80%,44.295,1.07,$23.26 ,$26.11 ,"$54,300 ",0.90%
MD,49-0000,"Installation, Maintenance, and Repair Occupations",major,95060,1.80%,37.338,0.94,$24.46 ,$27.24 ,"$56,660 ",0.70%
MD,51-0000,Production Occupations,major,69980,1.80%,27.488,0.46,$18.32 ,$21.98 ,"$45,710 ",0.90%
MD,53-0000,Transportation and Material Moving Occupations,major,201110,1.30%,78.989,0.88,$17.84 ,$20.55 ,"$42,740 ",0.60%
MA,11-0000,Management Occupations,major,326510,1.00%,96.188,1.52,$61.20 ,$69.22 ,"$143,980 ",0.60%
MA,13-0000,Business and Financial Operations Occupations,major,247310,1.50%,72.857,1.13,$38.99 ,$45.32 ,"$94,260 ",0.80%
MA,15-0000,Computer and Mathematical Occupations,major,146110,2.40%,43.042,1.3,$49.38 ,$53.97 ,"$112,270 ",0.90%
MA,17-0000,Architecture and Engineering Occupations,major,66760,2.80%,19.667,1.14,$46.31 ,$47.71 ,"$99,240 ",1.10%
MA,19-0000,"Life, Physical, and Social Science Occupations",major,55470,4.10%,16.34,1.81,$45.57 ,$48.49 ,"$100,870 ",2.40%
MA,21-0000,Community and Social Service Occupations,major,80240,2.10%,23.639,1.49,$23.54 ,$26.84 ,"$55,820 ",0.80%
MA,23-0000,Legal Occupations,major,31080,3.10%,9.155,1.09,$50.14 ,$64.32 ,"$133,790 ",4.30%
MA,25-0000,Educational Instruction and Library Occupations,major,222740,0.70%,65.618,1.13,$30.34 ,$36.40 ,"$75,700 ",0.50%
MA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,45970,2.40%,13.543,1.05,$30.30 ,$34.94 ,"$72,680 ",1.40%
MA,29-0000,Healthcare Practitioners and Technical Occupations,major,240050,0.90%,70.717,1.13,$38.54 ,$49.88 ,"$103,740 ",1.00%
MA,31-0000,Healthcare Support Occupations,major,187330,1.50%,55.186,1.18,$17.45 ,$18.41 ,"$38,290 ",0.40%
MA,33-0000,Protective Service Occupations,major,77840,1.30%,22.933,0.95,$29.09 ,$29.99 ,"$62,380 ",0.70%
MA,35-0000,Food Preparation and Serving Related Occupations,major,235130,1.20%,69.267,0.87,$14.90 ,$17.27 ,"$35,910 ",0.90%
MA,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,94090,1.60%,27.719,0.95,$18.38 ,$20.50 ,"$42,640 ",1.60%
MA,39-0000,Personal Care and Service Occupations,major,64810,2.50%,19.092,1.05,$17.57 ,$19.70 ,"$40,970 ",1.10%
MA,41-0000,Sales and Related Occupations,major,285150,1.30%,84.006,0.89,$17.98 ,$26.66 ,"$55,450 ",1.40%
MA,43-0000,Office and Administrative Support Occupations,major,401510,0.80%,118.285,0.91,$22.85 ,$24.53 ,"$51,030 ",0.30%
MA,45-0000,"Farming, Fishing, and Forestry Occupations",major,2100,12.00%,0.618,0.19,$17.84 ,$19.22 ,"$39,990 ",2.20%
MA,47-0000,Construction and Extraction Occupations,major,127940,1.80%,37.691,0.91,$29.84 ,$34.27 ,"$71,290 ",1.00%
MA,49-0000,"Installation, Maintenance, and Repair Occupations",major,99030,1.80%,29.173,0.74,$28.80 ,$29.69 ,"$61,760 ",0.60%
MA,51-0000,Production Occupations,major,143290,1.60%,42.212,0.71,$20.73 ,$22.67 ,"$47,150 ",0.60%
MA,53-0000,Transportation and Material Moving Occupations,major,214030,1.50%,63.053,0.7,$18.27 ,$21.06 ,"$43,810 ",0.60%
MI,11-0000,Management Occupations,major,244600,0.80%,60.25,0.95,$47.76 ,$54.57 ,"$113,510 ",0.50%
MI,13-0000,Business and Financial Operations Occupations,major,247160,0.90%,60.882,0.95,$33.61 ,$37.02 ,"$77,000 ",0.60%
MI,15-0000,Computer and Mathematical Occupations,major,112080,1.50%,27.608,0.84,$37.99 ,$40.74 ,"$84,750 ",0.90%
MI,17-0000,Architecture and Engineering Occupations,major,123730,1.70%,30.477,1.76,$37.98 ,$41.15 ,"$85,590 ",0.60%
MI,19-0000,"Life, Physical, and Social Science Occupations",major,29020,1.90%,7.149,0.79,$31.46 ,$37.32 ,"$77,630 ",1.40%
MI,21-0000,Community and Social Service Occupations,major,63310,1.90%,15.595,0.98,$23.02 ,$24.12 ,"$50,160 ",0.60%
MI,23-0000,Legal Occupations,major,27010,3.10%,6.653,0.8,$37.03 ,$45.72 ,"$95,090 ",2.90%
MI,25-0000,Educational Instruction and Library Occupations,major,186010,1.10%,45.819,0.79,$23.91 ,$27.84 ,"$57,910 ",0.50%
MI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,50120,2.20%,12.346,0.96,$22.98 ,$26.34 ,"$54,780 ",1.30%
MI,29-0000,Healthcare Practitioners and Technical Occupations,major,281180,0.70%,69.261,1.11,$35.66 ,$41.98 ,"$87,310 ",1.40%
MI,31-0000,Healthcare Support Occupations,major,180620,1.10%,44.491,0.95,$14.32 ,$15.57 ,"$32,380 ",0.50%
MI,33-0000,Protective Service Occupations,major,73930,1.40%,18.212,0.76,$22.95 ,$24.26 ,"$50,470 ",0.60%
MI,35-0000,Food Preparation and Serving Related Occupations,major,300430,0.80%,74.003,0.93,$12.94 ,$14.22 ,"$29,580 ",0.70%
MI,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,115130,1.50%,28.359,0.97,$14.41 ,$15.59 ,"$32,420 ",0.50%
MI,39-0000,Personal Care and Service Occupations,major,66420,1.90%,16.361,0.9,$13.73 ,$16.25 ,"$33,790 ",2.60%
MI,41-0000,Sales and Related Occupations,major,369910,0.80%,91.119,0.97,$14.38 ,$21.29 ,"$44,270 ",0.70%
MI,43-0000,Office and Administrative Support Occupations,major,504660,0.60%,124.311,0.96,$18.13 ,$20.18 ,"$41,970 ",0.30%
MI,45-0000,"Farming, Fishing, and Forestry Occupations",major,5580,7.50%,1.374,0.43,$14.45 ,$16.84 ,"$35,030 ",2.10%
MI,47-0000,Construction and Extraction Occupations,major,144770,1.00%,35.66,0.86,$23.40 ,$26.40 ,"$54,910 ",0.60%
MI,49-0000,"Installation, Maintenance, and Repair Occupations",major,162000,1.10%,39.904,1.01,$22.94 ,$25.11 ,"$52,220 ",0.40%
MI,51-0000,Production Occupations,major,416810,0.70%,102.67,1.72,$18.18 ,$20.82 ,"$43,300 ",0.30%
MI,53-0000,Transportation and Material Moving Occupations,major,355200,0.90%,87.494,0.98,$17.74 ,$19.41 ,"$40,370 ",0.40%
MN,11-0000,Management Occupations,major,181090,0.70%,66.212,1.05,$49.05 ,$57.48 ,"$119,560 ",0.60%
MN,13-0000,Business and Financial Operations Occupations,major,192700,0.90%,70.456,1.1,$36.98 ,$39.90 ,"$82,980 ",0.70%
MN,15-0000,Computer and Mathematical Occupations,major,101560,1.60%,37.133,1.12,$46.66 ,$46.29 ,"$96,290 ",0.90%
MN,17-0000,Architecture and Engineering Occupations,major,51970,1.70%,19.003,1.1,$38.02 ,$41.97 ,"$87,300 ",0.60%
MN,19-0000,"Life, Physical, and Social Science Occupations",major,26140,2.40%,9.556,1.06,$36.00 ,$39.20 ,"$81,540 ",1.10%
MN,21-0000,Community and Social Service Occupations,major,53670,2.40%,19.621,1.23,$23.82 ,$26.68 ,"$55,490 ",0.80%
MN,23-0000,Legal Occupations,major,19860,3.10%,7.262,0.87,$38.69 ,$51.45 ,"$107,020 ",2.60%
MN,25-0000,Educational Instruction and Library Occupations,major,149990,1.10%,54.838,0.94,$23.63 ,$28.35 ,"$58,960 ",0.70%
MN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,36710,2.90%,13.424,1.04,$25.17 ,$29.74 ,"$61,860 ",2.20%
MN,29-0000,Healthcare Practitioners and Technical Occupations,major,190180,1.00%,69.534,1.11,$37.38 ,$47.02 ,"$97,810 ",2.00%
MN,31-0000,Healthcare Support Occupations,major,162530,1.20%,59.424,1.27,$14.42 ,$16.32 ,"$33,950 ",0.40%
MN,33-0000,Protective Service Occupations,major,40580,2.00%,14.835,0.62,$23.52 ,$26.73 ,"$55,590 ",1.40%
MN,35-0000,Food Preparation and Serving Related Occupations,major,198800,1.10%,72.687,0.91,$13.74 ,$14.73 ,"$30,630 ",0.90%
MN,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,75850,1.80%,27.733,0.95,$16.87 ,$17.44 ,"$36,280 ",0.90%
MN,39-0000,Personal Care and Service Occupations,major,56580,2.30%,20.687,1.14,$14.30 ,$16.80 ,"$34,930 ",1.40%
MN,41-0000,Sales and Related Occupations,major,245390,1.20%,89.72,0.95,$16.56 ,$23.30 ,"$48,470 ",0.90%
MN,43-0000,Office and Administrative Support Occupations,major,334550,0.80%,122.32,0.94,$22.21 ,$22.21 ,"$46,200 ",0.30%
MN,45-0000,"Farming, Fishing, and Forestry Occupations",major,4350,6.10%,1.589,0.49,$17.98 ,$19.24 ,"$40,010 ",1.60%
MN,47-0000,Construction and Extraction Occupations,major,107180,1.20%,39.186,0.94,$29.16 ,$30.34 ,"$63,100 ",0.70%
MN,49-0000,"Installation, Maintenance, and Repair Occupations",major,96660,1.40%,35.342,0.89,$24.52 ,$27.07 ,"$56,300 ",0.60%
MN,51-0000,Production Occupations,major,198940,1.10%,72.738,1.22,$18.83 ,$21.36 ,"$44,440 ",0.40%
MN,53-0000,Transportation and Material Moving Occupations,major,209780,1.50%,76.7,0.85,$18.38 ,$21.41 ,"$44,530 ",0.60%
MS,11-0000,Management Occupations,major,55440,1.20%,50.325,0.8,$36.08 ,$41.34 ,"$85,980 ",0.90%
MS,13-0000,Business and Financial Operations Occupations,major,37750,1.30%,34.267,0.53,$27.66 ,$30.55 ,"$63,540 ",1.70%
MS,15-0000,Computer and Mathematical Occupations,major,13060,3.00%,11.857,0.36,$30.11 ,$34.07 ,"$70,870 ",1.70%
MS,17-0000,Architecture and Engineering Occupations,major,13620,1.70%,12.364,0.71,$35.08 ,$36.45 ,"$75,820 ",1.10%
MS,19-0000,"Life, Physical, and Social Science Occupations",major,7470,2.20%,6.782,0.75,$27.40 ,$30.70 ,"$63,860 ",1.60%
MS,21-0000,Community and Social Service Occupations,major,14310,2.90%,12.99,0.82,$18.39 ,$20.46 ,"$42,560 ",1.10%
MS,23-0000,Legal Occupations,major,6060,4.60%,5.5,0.66,$27.62 ,$36.11 ,"$75,120 ",4.00%
MS,25-0000,Educational Instruction and Library Occupations,major,66790,1.40%,60.622,1.04,$22.52 ,$22.95 ,"$47,740 ",0.60%
MS,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8130,1.80%,7.381,0.57,$18.54 ,$22.34 ,"$46,460 ",1.50%
MS,29-0000,Healthcare Practitioners and Technical Occupations,major,81620,1.10%,74.086,1.19,$28.47 ,$33.49 ,"$69,660 ",1.40%
MS,31-0000,Healthcare Support Occupations,major,45550,1.60%,41.343,0.88,$11.41 ,$12.74 ,"$26,490 ",0.70%
MS,33-0000,Protective Service Occupations,major,29910,1.90%,27.151,1.13,$15.17 ,$17.11 ,"$35,580 ",0.80%
MS,35-0000,Food Preparation and Serving Related Occupations,major,100430,1.40%,91.155,1.15,$9.07 ,$10.64 ,"$22,130 ",0.80%
MS,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,33380,1.40%,30.298,1.04,$11.20 ,$12.40 ,"$25,780 ",0.90%
MS,39-0000,Personal Care and Service Occupations,major,18260,2.60%,16.575,0.91,$10.60 ,$12.70 ,"$26,410 ",1.20%
MS,41-0000,Sales and Related Occupations,major,108770,1.20%,98.728,1.05,$11.30 ,$15.53 ,"$32,300 ",1.00%
MS,43-0000,Office and Administrative Support Occupations,major,135590,0.70%,123.067,0.95,$14.55 ,$17.19 ,"$35,760 ",0.30%
MS,45-0000,"Farming, Fishing, and Forestry Occupations",major,4410,3.00%,3.998,1.24,$17.58 ,$18.28 ,"$38,030 ",2.10%
MS,47-0000,Construction and Extraction Occupations,major,42110,1.30%,38.221,0.92,$18.23 ,$21.00 ,"$43,670 ",0.90%
MS,49-0000,"Installation, Maintenance, and Repair Occupations",major,52030,1.30%,47.231,1.19,$22.04 ,$22.73 ,"$47,270 ",0.60%
MS,51-0000,Production Occupations,major,106770,1.10%,96.915,1.62,$17.37 ,$18.19 ,"$37,840 ",0.40%
MS,53-0000,Transportation and Material Moving Occupations,major,120250,1.20%,109.145,1.22,$14.42 ,$17.68 ,"$36,760 ",0.80%
MO,11-0000,Management Occupations,major,157190,1.30%,57.618,0.91,$44.13 ,$50.06 ,"$104,120 ",0.80%
MO,13-0000,Business and Financial Operations Occupations,major,166640,1.20%,61.083,0.95,$30.51 ,$35.95 ,"$74,780 ",0.90%
MO,15-0000,Computer and Mathematical Occupations,major,80690,2.70%,29.577,0.9,$37.55 ,$39.98 ,"$83,150 ",1.50%
MO,17-0000,Architecture and Engineering Occupations,major,38480,2.10%,14.106,0.82,$37.38 ,$40.69 ,"$84,640 ",1.20%
MO,19-0000,"Life, Physical, and Social Science Occupations",major,19760,3.60%,7.242,0.8,$28.60 ,$31.33 ,"$65,170 ",1.40%
MO,21-0000,Community and Social Service Occupations,major,40830,2.30%,14.965,0.94,$19.96 ,$21.72 ,"$45,190 ",0.80%
MO,23-0000,Legal Occupations,major,18510,4.30%,6.786,0.81,$36.73 ,$47.23 ,"$98,240 ",3.20%
MO,25-0000,Educational Instruction and Library Occupations,major,146310,1.80%,53.632,0.92,$22.56 ,$25.76 ,"$53,570 ",1.10%
MO,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,33040,3.00%,12.112,0.94,$21.39 ,$24.75 ,"$51,480 ",1.80%
MO,29-0000,Healthcare Practitioners and Technical Occupations,major,186250,1.10%,68.27,1.09,$29.24 ,$37.82 ,"$78,670 ",2.30%
MO,31-0000,Healthcare Support Occupations,major,136330,2.00%,49.972,1.07,$13.36 ,$14.00 ,"$29,110 ",0.90%
MO,33-0000,Protective Service Occupations,major,56440,2.00%,20.687,0.86,$18.89 ,$22.54 ,"$46,880 ",1.00%
MO,35-0000,Food Preparation and Serving Related Occupations,major,230060,1.10%,84.329,1.06,$11.73 ,$13.14 ,"$27,340 ",1.00%
MO,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,78610,1.80%,28.813,0.99,$13.93 ,$15.02 ,"$31,250 ",0.80%
MO,39-0000,Personal Care and Service Occupations,major,50870,3.10%,18.647,1.02,$12.85 ,$14.93 ,"$31,060 ",1.40%
MO,41-0000,Sales and Related Occupations,major,244630,1.20%,89.67,0.95,$13.95 ,$19.80 ,"$41,190 ",0.90%
MO,43-0000,Office and Administrative Support Occupations,major,389580,0.90%,142.803,1.1,$17.74 ,$19.50 ,"$40,560 ",0.40%
MO,45-0000,"Farming, Fishing, and Forestry Occupations",major,5790,8.40%,2.123,0.66,$14.79 ,$16.66 ,"$34,660 ",2.20%
MO,47-0000,Construction and Extraction Occupations,major,99360,1.50%,36.419,0.88,$25.55 ,$27.68 ,"$57,580 ",0.80%
MO,49-0000,"Installation, Maintenance, and Repair Occupations",major,120330,1.50%,44.106,1.11,$22.60 ,$24.22 ,"$50,370 ",0.50%
MO,51-0000,Production Occupations,major,191570,1.00%,70.221,1.18,$18.13 ,$20.27 ,"$42,160 ",0.50%
MO,53-0000,Transportation and Material Moving Occupations,major,236850,1.40%,86.818,0.97,$17.31 ,$19.08 ,"$39,690 ",0.70%
MT,11-0000,Management Occupations,major,22390,1.40%,47.609,0.75,$38.39 ,$44.46 ,"$92,480 ",1.10%
MT,13-0000,Business and Financial Operations Occupations,major,25000,1.40%,53.155,0.83,$29.80 ,$32.99 ,"$68,630 ",1.00%
MT,15-0000,Computer and Mathematical Occupations,major,8800,4.30%,18.707,0.57,$30.14 ,$34.20 ,"$71,130 ",3.20%
MT,17-0000,Architecture and Engineering Occupations,major,8230,2.90%,17.505,1.01,$36.17 ,$36.00 ,"$74,880 ",2.30%
MT,19-0000,"Life, Physical, and Social Science Occupations",major,8610,2.10%,18.309,2.03,$25.90 ,$28.60 ,"$59,500 ",0.90%
MT,21-0000,Community and Social Service Occupations,major,9620,2.30%,20.462,1.29,$22.01 ,$21.35 ,"$44,400 ",0.90%
MT,23-0000,Legal Occupations,major,3880,3.80%,8.254,0.99,$30.31 ,$36.66 ,"$76,240 ",3.20%
MT,25-0000,Educational Instruction and Library Occupations,major,27970,1.90%,59.487,1.02,$22.56 ,$24.55 ,"$51,060 ",1.30%
MT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6400,4.50%,13.621,1.06,$18.47 ,$22.02 ,"$45,790 ",2.40%
MT,29-0000,Healthcare Practitioners and Technical Occupations,major,29890,1.20%,63.56,1.02,$35.79 ,$43.70 ,"$90,900 ",2.10%
MT,31-0000,Healthcare Support Occupations,major,19020,1.80%,40.459,0.86,$14.20 ,$15.62 ,"$32,500 ",0.70%
MT,33-0000,Protective Service Occupations,major,8010,1.90%,17.033,0.71,$22.98 ,$25.08 ,"$52,160 ",0.90%
MT,35-0000,Food Preparation and Serving Related Occupations,major,47770,1.40%,101.596,1.28,$11.24 ,$12.67 ,"$26,350 ",0.70%
MT,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,19560,2.00%,41.601,1.43,$14.41 ,$15.65 ,"$32,550 ",0.80%
MT,39-0000,Personal Care and Service Occupations,major,10200,3.30%,21.686,1.19,$13.63 ,$14.72 ,"$30,620 ",1.50%
MT,41-0000,Sales and Related Occupations,major,46490,1.20%,98.861,1.05,$14.27 ,$19.05 ,"$39,630 ",1.30%
MT,43-0000,Office and Administrative Support Occupations,major,60010,1.10%,127.621,0.98,$17.79 ,$18.40 ,"$38,280 ",0.40%
MT,45-0000,"Farming, Fishing, and Forestry Occupations",major,1890,6.70%,4.023,1.25,$17.89 ,$19.24 ,"$40,020 ",2.70%
MT,47-0000,Construction and Extraction Occupations,major,30290,1.60%,64.423,1.55,$23.11 ,$25.83 ,"$53,720 ",0.90%
MT,49-0000,"Installation, Maintenance, and Repair Occupations",major,23090,1.80%,49.103,1.24,$22.80 ,$24.39 ,"$50,720 ",0.70%
MT,51-0000,Production Occupations,major,17220,1.80%,36.628,0.61,$18.15 ,$21.33 ,"$44,370 ",0.70%
MT,53-0000,Transportation and Material Moving Occupations,major,35880,1.60%,76.296,0.85,$18.11 ,$19.81 ,"$41,200 ",0.90%
NE,11-0000,Management Occupations,major,61770,1.20%,64.459,1.02,$45.44 ,$49.29 ,"$102,530 ",0.70%
NE,13-0000,Business and Financial Operations Occupations,major,51640,1.40%,53.894,0.84,$30.00 ,$33.96 ,"$70,640 ",0.80%
NE,15-0000,Computer and Mathematical Occupations,major,31260,2.20%,32.626,0.99,$37.94 ,$38.99 ,"$81,090 ",1.20%
NE,17-0000,Architecture and Engineering Occupations,major,11220,2.00%,11.713,0.68,$36.72 ,$37.99 ,"$79,020 ",1.20%
NE,19-0000,"Life, Physical, and Social Science Occupations",major,8040,2.60%,8.392,0.93,$28.55 ,$30.76 ,"$63,970 ",1.00%
NE,21-0000,Community and Social Service Occupations,major,13260,2.30%,13.84,0.87,$21.80 ,$22.59 ,"$46,980 ",0.90%
NE,23-0000,Legal Occupations,major,5650,4.30%,5.891,0.7,$35.98 ,$40.78 ,"$84,820 ",3.40%
NE,25-0000,Educational Instruction and Library Occupations,major,58310,0.90%,60.845,1.05,$24.19 ,$27.38 ,"$56,950 ",0.70%
NE,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,10870,2.90%,11.343,0.88,$19.62 ,$23.40 ,"$48,680 ",1.80%
NE,29-0000,Healthcare Practitioners and Technical Occupations,major,60260,1.20%,62.886,1.01,$30.39 ,$43.34 ,"$90,150 ",2.10%
NE,31-0000,Healthcare Support Occupations,major,35590,2.20%,37.136,0.79,$14.36 ,$15.78 ,"$32,830 ",0.60%
NE,33-0000,Protective Service Occupations,major,15870,2.30%,16.566,0.69,$22.83 ,$24.52 ,"$51,010 ",1.00%
NE,35-0000,Food Preparation and Serving Related Occupations,major,77490,1.20%,80.862,1.02,$11.53 ,$12.88 ,"$26,800 ",0.90%
NE,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,29040,1.70%,30.305,1.04,$14.26 ,$15.33 ,"$31,880 ",0.90%
NE,39-0000,Personal Care and Service Occupations,major,20860,2.80%,21.767,1.19,$11.80 ,$14.43 ,"$30,010 ",1.70%
NE,41-0000,Sales and Related Occupations,major,89760,1.10%,93.673,1,$14.29 ,$20.16 ,"$41,930 ",1.00%
NE,43-0000,Office and Administrative Support Occupations,major,126840,0.90%,132.365,1.02,$17.95 ,$19.01 ,"$39,550 ",0.40%
NE,45-0000,"Farming, Fishing, and Forestry Occupations",major,2710,7.50%,2.83,0.88,$17.77 ,$18.30 ,"$38,070 ",2.10%
NE,47-0000,Construction and Extraction Occupations,major,46270,1.40%,48.287,1.16,$22.42 ,$23.36 ,"$48,590 ",0.70%
NE,49-0000,"Installation, Maintenance, and Repair Occupations",major,42760,1.60%,44.627,1.13,$22.82 ,$24.29 ,"$50,520 ",0.60%
NE,51-0000,Production Occupations,major,67500,1.30%,70.438,1.18,$18.09 ,$20.09 ,"$41,780 ",0.40%
NE,53-0000,Transportation and Material Moving Occupations,major,91280,1.30%,95.257,1.06,$18.18 ,$20.63 ,"$42,910 ",0.90%
NV,11-0000,Management Occupations,major,90620,2.00%,70.289,1.11,$38.26 ,$47.19 ,"$98,140 ",1.20%
NV,13-0000,Business and Financial Operations Occupations,major,55200,2.10%,42.821,0.67,$29.89 ,$34.58 ,"$71,930 ",1.60%
NV,15-0000,Computer and Mathematical Occupations,major,21480,4.20%,16.66,0.5,$36.48 ,$37.24 ,"$77,470 ",2.70%
NV,17-0000,Architecture and Engineering Occupations,major,15520,3.30%,12.039,0.7,$37.45 ,$40.09 ,"$83,380 ",1.90%
NV,19-0000,"Life, Physical, and Social Science Occupations",major,9780,4.00%,7.589,0.84,$29.57 ,$32.57 ,"$67,740 ",1.50%
NV,21-0000,Community and Social Service Occupations,major,13870,2.20%,10.758,0.68,$27.84 ,$27.38 ,"$56,960 ",1.00%
NV,23-0000,Legal Occupations,major,10240,3.60%,7.947,0.95,$38.17 ,$49.67 ,"$103,300 ",5.30%
NV,25-0000,Educational Instruction and Library Occupations,major,51580,0.80%,40.008,0.69,$24.30 ,$32.53 ,"$67,670 ",0.60%
NV,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13630,5.20%,10.571,0.82,$23.34 ,$27.55 ,"$57,300 ",4.40%
NV,29-0000,Healthcare Practitioners and Technical Occupations,major,68720,2.10%,53.307,0.85,$37.27 ,$44.55 ,"$92,670 ",2.00%
NV,31-0000,Healthcare Support Occupations,major,40940,2.30%,31.758,0.68,$14.30 ,$15.95 ,"$33,180 ",1.00%
NV,33-0000,Protective Service Occupations,major,38680,1.60%,30.006,1.25,$18.74 ,$23.48 ,"$48,830 ",0.90%
NV,35-0000,Food Preparation and Serving Related Occupations,major,151290,1.80%,117.353,1.48,$11.43 ,$13.15 ,"$27,350 ",1.30%
NV,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,56810,1.90%,44.065,1.51,$14.43 ,$15.81 ,"$32,880 ",0.80%
NV,39-0000,Personal Care and Service Occupations,major,46350,3.60%,35.953,1.97,$11.31 ,$13.54 ,"$28,170 ",1.50%
NV,41-0000,Sales and Related Occupations,major,125670,2.10%,97.48,1.04,$14.11 ,$19.09 ,"$39,710 ",1.50%
NV,43-0000,Office and Administrative Support Occupations,major,177120,1.50%,137.385,1.06,$17.96 ,$19.36 ,"$40,260 ",0.60%
NV,45-0000,"Farming, Fishing, and Forestry Occupations",major,1870,23.60%,1.448,0.45,$14.22 ,$16.90 ,"$35,160 ",4.70%
NV,47-0000,Construction and Extraction Occupations,major,77670,1.70%,60.248,1.45,$23.31 ,$27.36 ,"$56,900 ",1.10%
NV,49-0000,"Installation, Maintenance, and Repair Occupations",major,50900,2.30%,39.483,1,$22.80 ,$25.14 ,"$52,280 ",1.00%
NV,51-0000,Production Occupations,major,47280,2.10%,36.677,0.61,$18.09 ,$20.33 ,"$42,290 ",1.00%
NV,53-0000,Transportation and Material Moving Occupations,major,123960,2.30%,96.155,1.07,$17.80 ,$19.60 ,"$40,760 ",1.00%
NH,11-0000,Management Occupations,major,43480,2.10%,68.447,1.08,$50.75 ,$59.33 ,"$123,410 ",0.60%
NH,13-0000,Business and Financial Operations Occupations,major,38420,2.70%,60.49,0.94,$36.51 ,$38.85 ,"$80,810 ",0.90%
NH,15-0000,Computer and Mathematical Occupations,major,20670,2.50%,32.538,0.98,$44.45 ,$45.79 ,"$95,250 ",1.20%
NH,17-0000,Architecture and Engineering Occupations,major,13250,2.70%,20.853,1.21,$38.54 ,$43.64 ,"$90,760 ",1.10%
NH,19-0000,"Life, Physical, and Social Science Occupations",major,4580,3.00%,7.207,0.8,$35.18 ,$38.57 ,"$80,230 ",1.80%
NH,21-0000,Community and Social Service Occupations,major,10550,1.80%,16.604,1.04,$22.62 ,$24.43 ,"$50,820 ",0.70%
NH,23-0000,Legal Occupations,major,3280,3.70%,5.165,0.62,$37.47 ,$47.79 ,"$99,400 ",4.00%
NH,25-0000,Educational Instruction and Library Occupations,major,40530,1.00%,63.81,1.1,$23.62 ,$27.42 ,"$57,020 ",0.90%
NH,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6620,2.90%,10.422,0.81,$23.66 ,$28.00 ,"$58,230 ",1.50%
NH,29-0000,Healthcare Practitioners and Technical Occupations,major,39220,1.00%,61.739,0.99,$37.12 ,$49.78 ,"$103,540 ",1.90%
NH,31-0000,Healthcare Support Occupations,major,22470,1.50%,35.368,0.75,$17.51 ,$17.47 ,"$36,340 ",0.40%
NH,33-0000,Protective Service Occupations,major,11940,3.00%,18.8,0.78,$24.40 ,$26.54 ,"$55,200 ",1.20%
NH,35-0000,Food Preparation and Serving Related Occupations,major,50980,1.10%,80.255,1.01,$13.77 ,$14.94 ,"$31,080 ",1.20%
NH,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,19590,1.10%,30.84,1.06,$17.01 ,$17.57 ,"$36,550 ",1.00%
NH,39-0000,Personal Care and Service Occupations,major,12250,2.40%,19.279,1.06,$14.16 ,$16.06 ,"$33,400 ",1.40%
NH,41-0000,Sales and Related Occupations,major,71060,1.10%,111.868,1.19,$16.47 ,$23.88 ,"$49,670 ",1.90%
NH,43-0000,Office and Administrative Support Occupations,major,89110,0.90%,140.287,1.08,$19.54 ,$21.52 ,"$44,760 ",0.30%
NH,45-0000,"Farming, Fishing, and Forestry Occupations",major,790,11.80%,1.236,0.38,$17.45 ,$17.84 ,"$37,100 ",2.30%
NH,47-0000,Construction and Extraction Occupations,major,22130,2.00%,34.831,0.84,$23.10 ,$25.46 ,"$52,950 ",0.60%
NH,49-0000,"Installation, Maintenance, and Repair Occupations",major,24130,1.70%,37.99,0.96,$23.57 ,$26.83 ,"$55,810 ",0.60%
NH,51-0000,Production Occupations,major,39560,1.40%,62.277,1.04,$18.56 ,$21.75 ,"$45,230 ",0.50%
NH,53-0000,Transportation and Material Moving Occupations,major,50620,1.30%,79.693,0.89,$17.33 ,$18.84 ,"$39,180 ",0.50%
NJ,11-0000,Management Occupations,major,246420,1.00%,64.001,1.01,$72.45 ,$76.11 ,"$158,300 ",0.50%
